3,0.144429160935351,0.142760027192386,0.143589743589744
5,0.152054794520548,0.155981735159818,0.153993233940763
10,0.136363636363636,0.134602311352821,0.1354772494013
15,0.135581555402615,0.133922501699524,0.134746922024624
20,0.132140399174122,0.130523453433039,0.131326949384405
30,0.128011011699931,0.126444595513256,0.127222982216142
40,0.124484181568088,0.123045547246771,0.123760683760684
60,0.115013774104683,0.113528212100612,0.114266164899076
80,0.124484181568088,0.123045547246771,0.123760683760684
100,0.116999311768754,0.115567641060503,0.116279069767442
