ngrams,2,0.130969267,0.133622769,0.132282713,0.295921569,top5,0.132352941,0.147088957,0.139332406,
ngrams,2,0.118684461,0.120115774,0.119395828,0.273803922,top5,0.119764706,0.131613785,0.125409984,window10
