ngrams,2,0.128169979,0.127124405,0.127645051,0.283789954,top4,0.128082192,0.129350946,0.128713442,
ngrams,2,0.121546961,0.119646499,0.120589243,0.260045662,top4,0.12283105,0.121953686,0.122390796,window10
