10001128,omega,0.49999999999999994, 0.5,phi,0.22868446906404902, 0.228228825269907, 0.09316035147349627, 0.22892174091107956, 0.2210046132814681,precision,0.0
10005232,omega,0.5000137497780298, 0.4999862502219702,phi,0.2611936550166729, 0.25993473645558884, 0.014858629306337575, 0.2613416414463167, 0.20267133777508406,precision,0.8
10010518,omega,0.4999987578057242, 0.5000012421942759,phi,0.2404176504972598, 0.23964976423724157, 0.0553894426254379, 0.24058666149925842, 0.2239564811408024,precision,0.25
10011554,omega,0.5000030449499743, 0.4999969550500257,phi,0.2526676248765738, 0.25144791769167024, 0.007923006373198519, 0.2531570134605892, 0.2348044375979681,precision,0.4
10017791,omega,0.5000003795640522, 0.4999996204359477,phi,0.24045548171723521, 0.24020426105146042, 0.0544178972190812, 0.24121386603231465, 0.22370849397990833,precision,1.0
10038011,omega,0.5000725554640644, 0.49992744453593574,phi,0.27643624718062676, 0.2787375662341796, 0.014735153157504875, 0.2809263209808177, 0.14916471244687102,precision,0.5
10061437,omega,0.5000005086459315, 0.4999994913540685,phi,0.2550812674748986, 0.25398228690025754, 0.007303530762450378, 0.2557477240523669, 0.22788519081002664,precision,0.5555555555555556
10078748,omega,0.5000001852352792, 0.4999998147647208,phi,0.2467098093482983, 0.24600744736161853, 0.031173023567751215, 0.24714949125203275, 0.22896022847029934,precision,0.5
10095848,omega,0.49999960536669047, 0.5000003946333095,phi,0.25475664392603603, 0.25382898458055697, -0.004325241155335728, 0.2550898032329427, 0.24064980941579983,precision,0.8333333333333334
1009607,omega,0.4999998617723967, 0.5000001382276034,phi,0.25006809523543705, 0.2494924728817506, 0.01237988769890456, 0.2507545186845262, 0.23730502549938162,precision,0.6
10105197,omega,0.4999986743252271, 0.5000013256747728,phi,0.23793567153262338, 0.2371592554253799, 0.0697276834688097, 0.23832065950362746, 0.21685673006955955,precision,0.75
10151654,omega,0.5, 0.5,phi,0.231953615691949, 0.2315990074211532, 0.08779170934643932, 0.23218270519128104, 0.21647296234917743,precision,0.875
10164574,omega,0.5000001885962835, 0.4999998114037165,phi,0.25078995388443015, 0.24990521418664122, 0.018804407919020157, 0.25117122521013824, 0.22932919879977015,precision,0.8571428571428571
10181044,omega,0.49999991205595096, 0.500000087944049,phi,0.2455807840839794, 0.2454535810935744, 0.049911693327433046, 0.2465468367037921, 0.21250710479122092,precision,1.0
10186200,omega,0.4999994922132726, 0.5000005077867274,phi,0.2586243891003066, 0.25792200774618296, -0.002040062204852268, 0.2589976422127758, 0.22649602314558684,precision,0.4666666666666667
10193735,omega,0.49999950084532363, 0.5000004991546764,phi,0.24634310287996888, 0.2454831500867662, 0.031628294444250214, 0.24670681864733332, 0.22983863394168133,precision,0.5
10201372,omega,0.49999999999999994, 0.5,phi,0.22970364182848943, 0.2293679630419011, 0.08999735744061785, 0.22989722368933702, 0.22103381399965447,precision,0.8
10201458,omega,0.5, 0.5,phi,0.2413011727505621, 0.24095547908433498, 0.056248616179197464, 0.24158877183684965, 0.2199059601490559,precision,0.8181818181818182
10224533,omega,0.500007910393046, 0.49999208960695396,phi,0.24721686285533273, 0.24660019102656958, 0.01750668900964528, 0.24846180095590922, 0.2402144561525432,precision,1.0
10236111,omega,0.5, 0.5,phi,0.24050394334140496, 0.24022448680599218, 0.05694457248542946, 0.24083453495372764, 0.22149246241344572,precision,0.75
10257235,omega,0.4999994046044647, 0.5000005953955353,phi,0.2570159181873183, 0.2560636299483294, -0.0031663268585025326, 0.257446600124199, 0.23264017859865593,precision,0.75
10269043,omega,0.5000003391218133, 0.49999966087818676,phi,0.24743949369889967, 0.247048215579711, 0.03597189818864103, 0.24812380735383874, 0.22141658517890958,precision,0.7777777777777778
10275752,omega,0.49956276298312496, 0.500437237016875,phi,0.1046730267464303, 0.11075406332830122, 0.6708329177361368, 0.10790290018024136, 0.005837092008890318,precision,0.38461538461538464
10284571,omega,0.5000056206660658, 0.49999437933393426,phi,0.26727013213966927, 0.266034582439186, 0.012766242822158358, 0.26796429448515247, 0.18596474811383368,precision,0.5714285714285714
10285045,omega,0.49999965761074133, 0.5000003423892587,phi,0.25093991904327867, 0.2505618620885657, 0.014181096615591826, 0.2518020713722762, 0.23251505088028776,precision,1.0
