[[ 0.35  0.4   0.25]],features-ngrams-topics,f079,2,5,0.134430727,0.133242692,0.133834073,0.282420091,top4
[[ 0.35  0.39  0.26]],features-ngrams-topics,f079,2,5,0.12885538,0.127804215,0.128327645,0.27716895,top4
[[ 0.35  0.44  0.21]],features-ngrams-topics,f079,2,5,0.125428376,0.124405167,0.124914676,0.272146119,top4
[[ 0.35  0.21  0.44]],features-ngrams-topics,f079,2,5,0.131001372,0.129843644,0.130419939,0.271689498,top4
[[ 0.36  0.2   0.44]],features-ngrams-topics,f079,2,5,0.130226182,0.129163834,0.129692833,0.270319635,top4
[[ 0.25  0.38  0.37]],features-ngrams-topics,f079,2,5,0.131687243,0.130523453,0.131102765,0.269178082,top4
[[ 0.25  0.21  0.54]],features-ngrams-topics,f079,2,5,0.128169979,0.127124405,0.127645051,0.267808219,top4
[[ 0.35  0.23  0.42]],features-ngrams-topics,f079,2,5,0.126799178,0.125764786,0.126279863,0.267579909,top4
[[ 0.26  0.32  0.42]],features-ngrams-topics,f079,2,5,0.126113777,0.125084976,0.12559727,0.266894977,top4
[[ 0.36  0.28  0.36]],features-ngrams-topics,f079,2,10,0.130434783,0.126290707,0.128329298,0.266393443,top4
[[ 0.35  0.28  0.37]],features-ngrams-topics,f079,2,5,0.128943759,0.127804215,0.128371458,0.265753425,top4
[[ 0.36  0.23  0.41]],features-ngrams-topics,f079,2,5,0.127484578,0.126444596,0.126962457,0.265525114,top4
[[ 0.33  0.24  0.43]],features-ngrams-topics,f079,2,10,0.122770919,0.121685928,0.122226016,0.265525114,top4
[[ 0.25  0.42  0.33]],features-ngrams-topics,f079,2,5,0.124828532,0.123725357,0.124274496,0.265068493,top4
[[ 0.36  0.25  0.39]],features-ngrams-topics,f079,2,5,0.127484578,0.126444596,0.126962457,0.265068493,top4
[[ 0.26  0.34  0.4 ]],features-ngrams-topics,f079,2,5,0.125428376,0.124405167,0.124914676,0.265068493,top4
[[ 0.35  0.2   0.45]],features-ngrams-topics,f079,2,5,0.124828532,0.123725357,0.124274496,0.264383562,top4
[[ 0.3   0.25  0.45]],features-ngrams-topics,f079,2,5,0.124742975,0.123725357,0.124232082,0.264155251,top4
[[ 0.35  0.38  0.27]],features-ngrams-topics,f079,2,5,0.124742975,0.123725357,0.124232082,0.263926941,top4
[[ 0.25  0.4   0.35]],features-ngrams-topics,f079,2,5,0.124742975,0.123725357,0.124232082,0.26369863,top4
[[ 0.35  0.3   0.35]],features-ngrams-topics,f079,2,5,0.12345679,0.122365738,0.122908843,0.26347032,top4
[[ 0.26  0.35  0.39]],features-ngrams-topics,f079,2,5,0.128169979,0.127124405,0.127645051,0.262557078,top4
[[ 0.32  0.3   0.38]],features-ngrams-topics,f079,2,10,0.126799178,0.125764786,0.126279863,0.262328767,top4
[[ 0.3   0.41  0.29]],features-ngrams-topics,f079,2,5,0.127484578,0.126444596,0.126962457,0.262100457,top4
[[ 0.26  0.36  0.38]],features-ngrams-topics,f079,2,5,0.126113777,0.125084976,0.12559727,0.261643836,top4
[[ 0.35  0.37  0.28]],features-ngrams-topics,f079,2,5,0.122085048,0.121006118,0.121543189,0.261187215,top4
[[ 0.25  0.22  0.53]],features-ngrams-topics,f079,2,5,0.128943759,0.127804215,0.128371458,0.260730594,top4
[[ 0.3   0.25  0.45]],features-ngrams-topics,f079,2,5,0.125514403,0.124405167,0.124957323,0.260730594,top4
[[ 0.25  0.44  0.31]],features-ngrams-topics,f079,2,5,0.123372173,0.122365738,0.122866894,0.260730594,top4
[[ 0.3   0.32  0.38]],features-ngrams-topics,f079,2,5,0.125514403,0.124405167,0.124957323,0.260273973,top4
[[ 0.36  0.28  0.36]],features-ngrams-topics,f079,2,10,0.126250962,0.123215627,0.124714829,0.26,top4
[[ 0.31  0.31  0.38]],features-ngrams-topics,f079,2,5,0.124828532,0.123725357,0.124274496,0.259817352,top4
[[ 0.31  0.32  0.37]],features-ngrams-topics,f079,2,5,0.124742975,0.123725357,0.124232082,0.259589041,top4
[[ 0.31  0.36  0.33]],features-ngrams-topics,f079,2,5,0.12131597,0.120326309,0.120819113,0.259589041,top4
[[ 0.3   0.33  0.37]],features-ngrams-topics,f079,2,5,0.125514403,0.124405167,0.124957323,0.259360731,top4
[[ 0.36  0.37  0.27]],features-ngrams-topics,f079,2,5,0.122770919,0.121685928,0.122226016,0.25913242,top4
[[ 0.36  0.2   0.44]],features-ngrams-topics,f079,2,5,0.126886145,0.125764786,0.126322977,0.25890411,top4
[[ 0.25  0.21  0.54]],features-ngrams-topics,f079,2,5,0.120109815,0.118966689,0.119535519,0.25890411,top4
[[ 0.31  0.2   0.49]],features-ngrams-topics,f079,2,5,0.123372173,0.122365738,0.122866894,0.258219178,top4
[[ 0.31  0.27  0.42]],features-ngrams-topics,f079,2,5,0.120796156,0.119646499,0.120218579,0.258219178,top4
[[ 0.36  0.21  0.43]],features-ngrams-topics,f079,2,5,0.124142661,0.123045547,0.12359167,0.257990868,top4
[[ 0.31  0.2   0.49]],features-ngrams-topics,f079,2,5,0.126113777,0.125084976,0.12559727,0.257534247,top4
[[ 0.3   0.36  0.34]],features-ngrams-topics,f079,2,5,0.124057574,0.123045547,0.123549488,0.257305936,top4
[[ 0.3  0.4  0.3]],features-ngrams-topics,f079,2,5,0.124142661,0.123045547,0.12359167,0.257305936,top4
[[ 0.26  0.36  0.38]],features-ngrams-topics,f079,2,5,0.122770919,0.121685928,0.122226016,0.257305936,top4
[[ 0.35  0.2   0.45]],features-ngrams-topics,f079,2,5,0.131777625,0.130523453,0.131147541,0.257077626,top4
[[ 0.3   0.28  0.42]],features-ngrams-topics,f079,2,5,0.124057574,0.123045547,0.123549488,0.257077626,top4
[[ 0.36  0.35  0.29]],features-ngrams-topics,f079,2,5,0.121482498,0.120326309,0.120901639,0.257077626,top4
[[ 0.26  0.29  0.45]],features-ngrams-topics,f079,2,5,0.127484578,0.126444596,0.126962457,0.256849315,top4
[[ 0.36  0.42  0.22]],features-ngrams-topics,f079,2,5,0.126200274,0.125084976,0.12564015,0.256849315,top4
[[ 0.36  0.22  0.42]],features-ngrams-topics,f079,2,5,0.126799178,0.125764786,0.126279863,0.256849315,top4
[[ 0.3   0.25  0.45]],features-ngrams-topics,f079,2,5,0.126200274,0.125084976,0.12564015,0.256621005,top4
[[ 0.3   0.27  0.43]],features-ngrams-topics,f079,2,5,0.127484578,0.126444596,0.126962457,0.256621005,top4
[[ 0.3   0.32  0.38]],features-ngrams-topics,f079,2,5,0.117969822,0.11692726,0.117446227,0.256621005,top4
[[ 0.31  0.21  0.48]],features-ngrams-topics,f079,2,5,0.128943759,0.127804215,0.128371458,0.256621005,top4
[[ 0.26  0.2   0.54]],features-ngrams-topics,f079,2,5,0.124742975,0.123725357,0.124232082,0.256621005,top4
[[ 0.36  0.27  0.37]],features-ngrams-topics,f079,2,5,0.124057574,0.123045547,0.123549488,0.256621005,top4
[[ 0.3   0.42  0.28]],features-ngrams-topics,f079,2,5,0.119341564,0.11828688,0.118811881,0.256392694,top4
[[ 0.36  0.24  0.4 ]],features-ngrams-topics,f079,2,5,0.128169979,0.127124405,0.127645051,0.256392694,top4
[[ 0.31  0.33  0.36]],features-ngrams-topics,f079,2,5,0.127484578,0.126444596,0.126962457,0.256392694,top4
[[ 0.36  0.39  0.25]],features-ngrams-topics,f079,2,5,0.125514403,0.124405167,0.124957323,0.256392694,top4
[[ 0.3   0.36  0.34]],features-ngrams-topics,f079,2,5,0.122770919,0.121685928,0.122226016,0.256164384,top4
[[ 0.3   0.37  0.33]],features-ngrams-topics,f079,2,5,0.12885538,0.127804215,0.128327645,0.256164384,top4
[[ 0.36  0.24  0.4 ]],features-ngrams-topics,f079,2,5,0.118574366,0.11760707,0.118088737,0.256164384,top4
[[ 0.35  0.25  0.4 ]],features-ngrams-topics,f079,2,5,0.127572016,0.126444596,0.127005804,0.255707763,top4
[[ 0.25  0.41  0.34]],features-ngrams-topics,f079,2,5,0.117969822,0.11692726,0.117446227,0.255707763,top4
[[ 0.31  0.43  0.26]],features-ngrams-topics,f079,2,5,0.124227865,0.123045547,0.12363388,0.255707763,top4
[[ 0.31  0.38  0.31]],features-ngrams-topics,f079,2,5,0.125514403,0.124405167,0.124957323,0.255479452,top4
[[ 0.25  0.3   0.45]],features-ngrams-topics,f079,2,5,0.122001371,0.121006118,0.121501706,0.255251142,top4
[[ 0.3   0.22  0.48]],features-ngrams-topics,f079,2,5,0.122001371,0.121006118,0.121501706,0.255022831,top4
[[ 0.25  0.32  0.43]],features-ngrams-topics,f079,2,5,0.124828532,0.123725357,0.124274496,0.255022831,top4
[[ 0.3   0.44  0.26]],features-ngrams-topics,f079,2,5,0.119259767,0.11828688,0.118771331,0.255022831,top4
[[ 0.36  0.26  0.38]],features-ngrams-topics,f079,2,5,0.127484578,0.126444596,0.126962457,0.255022831,top4
[[ 0.25  0.23  0.52]],features-ngrams-topics,f079,2,5,0.124742975,0.123725357,0.124232082,0.25456621,top4
[[ 0.35  0.22  0.43]],features-ngrams-topics,f079,2,5,0.123372173,0.122365738,0.122866894,0.25456621,top4
[[ 0.36  0.42  0.22]],features-ngrams-topics,f079,2,10,0.120713306,0.119646499,0.120177535,0.25456621,top4
[[ 0.37  0.29  0.34]],features-ngrams-topics,f079,2,10,0.122770919,0.121685928,0.122226016,0.25456621,top4
[[ 0.31  0.21  0.48]],features-ngrams-topics,f079,2,5,0.129540781,0.128484024,0.129010239,0.25456621,top4
[[ 0.36  0.25  0.39]],features-ngrams-topics,f079,2,5,0.129032258,0.127804215,0.128415301,0.25456621,top4
[[ 0.26  0.27  0.47]],features-ngrams-topics,f079,2,5,0.123372173,0.122365738,0.122866894,0.25456621,top4
[[ 0.35  0.34  0.31]],features-ngrams-topics,f079,2,5,0.126973233,0.125764786,0.12636612,0.2543379,top4
[[ 0.35  0.41  0.24]],features-ngrams-topics,f079,2,5,0.124828532,0.123725357,0.124274496,0.2543379,top4
[[ 0.36  0.26  0.38]],features-ngrams-topics,f079,2,5,0.122085048,0.121006118,0.121543189,0.2543379,top4
[[ 0.35  0.3   0.35]],features-ngrams-topics,f079,2,5,0.118574366,0.11760707,0.118088737,0.254109589,top4
[[ 0.36  0.36  0.28]],features-ngrams-topics,f079,2,5,0.123541524,0.122365738,0.12295082,0.254109589,top4
[[ 0.31  0.4   0.29]],features-ngrams-topics,f079,2,5,0.120713306,0.119646499,0.120177535,0.254109589,top4
[[ 0.35  0.3   0.35]],features-ngrams-topics,f079,2,5,0.119341564,0.11828688,0.118811881,0.253881279,top4
