4270261,omega,0.5, 0.5,phi,0.3351851917874831, 0.33528898350971953, 0.32952582470279734,count precision recall f1 iter,0,0.0,0.0,0,1,2017-02-27 16:04:10.406272
58630,omega,0.49999881372938343, 0.5000011862706166,phi,0.349540531281821, 0.35270944779180874, 0.29775002092637015,count precision recall f1 iter,2,0.4,0.5,0.4444444444444445,5,2017-02-27 16:04:17.700859
4794787,omega,0.5, 0.5,phi,0.3335553402914693, 0.3336477676664908, 0.33279689204203994,count precision recall f1 iter,0,0.0,0.0,0,1,2017-02-27 16:04:19.936876
902409,omega,0.5, 0.49999999999999994,phi,0.3353845165886539, 0.3359238306010513, 0.32869165281029467,count precision recall f1 iter,0,0.0,0.0,0,1,2017-02-27 16:04:26.854180
11980488,omega,0.5, 0.5,phi,0.3333839503487028, 0.3334317611504092, 0.33318428850088816,count precision recall f1 iter,1,0.2,0.2,0.20000000000000004,1,2017-02-27 16:04:36.837526
434661,omega,0.49999999954026947, 0.5000000004597306,phi,0.4653226387404095, 0.46616288952106577, 0.06851447173852467,count precision recall f1 iter,1,0.2,0.3333333333333333,0.25,8,2017-02-27 16:04:36.938219
980627,omega,0.5, 0.5,phi,0.3493852509222601, 0.35206031738181826, 0.29855443169592166,count precision recall f1 iter,1,0.2,0.25,0.22222222222222224,1,2017-02-27 16:04:39.859957
27107,omega,0.49999941088512645, 0.5000005891148736,phi,0.3441340017140658, 0.3452420933598376, 0.31062390492609665,count precision recall f1 iter,2,0.4,0.3333333333333333,0.3636363636363636,3,2017-02-27 16:04:55.322370
9479071,omega,0.5, 0.5,phi,0.33525257352256704, 0.3356379971566076, 0.3291094293208254,count precision recall f1 iter,0,0.0,0.0,0,1,2017-02-27 16:05:04.269918
1225233,omega,0.49999978644609694, 0.5000002135539031,phi,0.3366385176836922, 0.341110970705682, 0.32225051161062584,count precision recall f1 iter,1,0.2,0.25,0.22222222222222224,3,2017-02-27 16:05:11.303425
303639,omega,0.500001296320135, 0.49999870367986504,phi,0.36749212682969945, 0.36880535718141716, 0.2637025159888832,count precision recall f1 iter,1,0.2,0.16666666666666666,0.1818181818181818,6,2017-02-27 16:05:19.487113
4738342,omega,0.5, 0.5,phi,0.333688388628215, 0.3337212372129605, 0.3325903741588247,count precision recall f1 iter,0,0.0,0.0,0,1,2017-02-27 16:05:25.926873
9662316,omega,0.5, 0.49999999999999994,phi,0.3343990857734989, 0.33455657908642467, 0.33104433514007636,count precision recall f1 iter,0,0.0,0.0,0,1,2017-02-27 16:05:36.957789
9389455,omega,0.5, 0.5,phi,0.33390315772566004, 0.33396883320270065, 0.33212800907163925,count precision recall f1 iter,1,0.2,0.2,0.20000000000000004,1,2017-02-27 16:05:49.410997
552094,omega,0.5, 0.5,phi,0.3364114400871826, 0.33789457535775036, 0.3256939845550671,count precision recall f1 iter,1,0.2,0.25,0.22222222222222224,1,2017-02-27 16:05:53.707071
9965882,omega,0.5, 0.5,phi,0.33485315515800573, 0.3350170990741016, 0.3301297457678927,count precision recall f1 iter,1,0.2,0.5,0.28571428571428575,1,2017-02-27 16:06:04.824653
4740231,omega,0.4999998499303025, 0.5000001500696974,phi,0.36146150613385636, 0.36218681823957316, 0.2763516756265704,count precision recall f1 iter,2,0.4,0.6666666666666666,0.5,4,2017-02-27 16:07:03.378247
3744882,omega,0.5, 0.5,phi,0.3336533275172903, 0.3336759793723531, 0.3326706931103566,count precision recall f1 iter,0,0.0,0.0,0,1,2017-02-27 16:07:16.594657
10005232,omega,0.49999944167703697, 0.5000005583229631,phi,0.33445970356266713, 0.33493626818759836, 0.3306040282497346,count precision recall f1 iter,1,0.2,0.16666666666666666,0.1818181818181818,4,2017-02-27 16:07:28.242501
4306370,omega,0.5, 0.5,phi,0.33365538714508625, 0.33364519881665683, 0.3326994140382568,count precision recall f1 iter,0,0.0,0.0,0,1,2017-02-27 16:07:31.315330
11669627,omega,0.5, 0.5,phi,0.3335202654050732, 0.33426946434714994, 0.33221027024777694,count precision recall f1 iter,0,0.0,0.0,0,1,2017-02-27 16:07:32.862311
9133885,omega,0.5, 0.5,phi,0.34618516214096406, 0.34658455800682203, 0.3072302798522139,count precision recall f1 iter,1,0.2,0.3333333333333333,0.25,1,2017-02-27 16:07:40.906371
1209092,omega,0.5, 0.5,phi,0.334298218117274, 0.33439285952957215, 0.3313089223531539,count precision recall f1 iter,0,0.0,0.0,0,1,2017-02-27 16:07:54.061858
794717,omega,0.5000028877599989, 0.49999711224000115,phi,0.37566880572127725, 0.3863543229159562, 0.23797687136276655,count precision recall f1 iter,1,0.2,0.3333333333333333,0.25,6,2017-02-27 16:08:32.736288
303682,omega,0.49999964092822075, 0.5000003590717793,phi,0.3336994027623497, 0.33367850827728046, 0.3326220889603699,count precision recall f1 iter,1,0.2,0.2,0.20000000000000004,3,2017-02-27 16:08:47.276968
10001128,omega,0.5, 0.49999999999999994,phi,0.33691190590288317, 0.3388752209804709, 0.32421287311664587,count precision recall f1 iter,0,0.0,0.0,0,1,2017-02-27 16:08:52.851725
5133167,omega,0.5, 0.5,phi,0.3346125218825472, 0.33477085309643884, 0.33061662502101397,count precision recall f1 iter,0,0.0,0.0,0,1,2017-02-27 16:08:53.899127
510197,omega,0.5, 0.5,phi,0.35034128979795964, 0.35091019179678223, 0.29874851840525807,count precision recall f1 iter,0,0.0,0.0,0,1,2017-02-27 16:08:53.939100
89079,omega,0.5, 0.5,phi,0.33744752532326144, 0.3376131155343143, 0.3249393591424243,count precision recall f1 iter,1,0.2,0.2,0.20000000000000004,1,2017-02-27 16:08:56.823883
